genes,symbol,average_foldchange,DLBC,LUAD,BRCA,ACC,SARC,CESC,LIHC,KIRC,PCPG,BLCA,READ,UCEC,LUSC,UCS,KICH,OV,THCA,KIRP,UVM,HNSC,Description,Protein Functions (ChatGPT),Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000135940.7,COX5B,0.826274934,0.991991572,1.440634641,1.229927392,1.051251828,0.347207578,0.918469921,0.698575547,1.254943536,0.678766147,1.303260722,0.628417129,0.863788637,0.717711948,1.028276956,0.477332164,0.953134762,0.086337918,0.745629073,0.691755556,0.418085655,cytochrome c oxidase subunit 5B,"COX5B is a gene that encodes for subunit Vb of the human mitochondrial respiratory chain enzyme, cytochrome C oxidase (COX). COX is a multi-subunit enzyme complex that is responsible for transferring electrons from cytochrome c to molecular oxygen, contributing to a proton electrochemical gradient across the inner mitochondrial membrane. The complex consists of 13 subunits, with the mitochondrially-encoded subunits performing electron transfer and proton pumping activities. The functions of the nuclear-encoded subunits, such as COX5B, are not fully understood but may play a role in the regulation and assembly of the complex.","Mutations in the COX5B gene have been associated with mitochondrial diseases, such as Leigh syndrome and encephalomyopathy. These diseases are characterized by defects in the mitochondrial respiratory chain, leading to impaired energy production and tissue damage. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. Some examples of successful drugs on the market include idebenone, which has been approved for the treatment of Leber's hereditary optic neuropathy, and elamipretide, which is currently in clinical trials for the treatment of mitochondrial myopathy. These drugs work by improving mitochondrial function and reducing oxidative stress, potentially improving energy production and reducing tissue damage in patients with mitochondrial diseases.","GO:0006123 mitochondrial electron transport, cytochrome c to oxygen;GO:0007585 respiratory gaseous exchange by respiratory system;GO:0019646 aerobic electron transport chain",,Transporters:Primary Active Transporters; Predicted intracellular proteins,Mitochondria (Enhanced); Additional: Acrosome,Cholic Acid; N-Formylmethionine,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000125835.19,SNRPB,0.831339263,1.237279968,1.743325709,1.213310821,1.649003548,0.981835405,0.853602038,0.980923366,0.961323242,1.097536762,0.553578738,0.061370058,1.006945543,1.220145289,0.419190771,0.8804162,0.634727667,0.441566181,0.389319388,0.197063646,0.104320918,small nuclear ribonucleoprotein polypeptides B and B1,"The SNRPB gene encodes a protein that is part of small ribonucleoprotein particles (snRNPs) involved in pre-mRNA splicing. The protein is found in U1, U2, U4/U6, and U5 snRNPs and may play a role in pre-mRNA splicing or snRNP structure. Patients with systemic lupus erythematosus often have autoantibodies that recognize epitopes on the protein. The gene has two transcript variants that encode different isoforms (B and B').","The SNRPB gene has been implicated in several diseases, including systemic lupus erythematosus (SLE), a chronic autoimmune disease. Patients with SLE often have autoantibodies that recognize epitopes on the SNRPB protein, leading to the formation of immune complexes that contribute to disease pathogenesis. Targeted drug discovery efforts for SLE have focused on reducing autoantibody production and immune complex formation. One example is belimumab, a monoclonal antibody that targets B-lymphocyte stimulator (BLyS), a protein that promotes B-cell survival and differentiation. Belimumab has been approved by the FDA for the treatment of SLE and has been shown to reduce disease activity and improve patient outcomes. Another example is anifrolumab, a monoclonal antibody that targets the type I interferon receptor and has shown promising results in clinical trials for SLE. Overall, targeting the SNRPB gene and related pathways may provide new avenues for the treatment of autoimmune diseases such as SLE.",GO:0036261 7-methylguanosine cap hypermethylation;GO:0036260 RNA capping;GO:1903241 U2-type prespliceosome assembly,,Disease related genes; Predicted intracellular proteins; Human disease related genes:Congenital malformations:Other congenital malformations,Nucleoplasm (Supported),,,(M5925)HALLMARK E2F TARGETS
ENSG00000221983.8,UBA52,0.842109242,1.824446668,0.855931368,0.999313335,0.931490871,1.347173355,0.949969044,1.08523251,0.766089773,0.890812029,0.535450583,1.156553999,0.730978268,0.629806673,0.910474575,0.628153276,0.875886958,0.386003091,0.50171769,0.346314247,0.490386535,ubiquitin A-52 residue ribosomal protein fusion product 1,"UBA52 is a human gene that encodes a fusion protein consisting of ubiquitin and ribosomal protein L40, known as a C-terminal extension protein (CEP). Ubiquitin plays a crucial role in targeting cellular proteins for degradation and is involved in maintaining chromatin structure, regulating gene expression, and responding to stress. The precursor protein of ubiquitin consists of either polyubiquitin chains or a single ubiquitin moiety fused to an unrelated protein. Multiple processed pseudogenes derived from UBA52 are present in the genome.","There is limited information on the disease implications of UBA52. However, recent studies have suggested that dysregulation of the ubiquitin-proteasome system, which includes UBA52, may contribute to the pathogenesis of various diseases, including cancer, neurodegenerative disorders, and inflammatory diseases. Targeted drug discovery efforts have focused on developing small molecules that modulate the activity of the ubiquitin-proteasome system, including inhibitors of the proteasome and E3 ubiquitin ligases. Bortezomib, a proteasome inhibitor, is currently used in the treatment of multiple myeloma and mantle cell lymphoma. Carfilzomib, another proteasome inhibitor, has also been approved for the treatment of multiple myeloma. Thalidomide and its derivatives, which modulate the activity of E3 ubiquitin ligases, have been approved for the treatment of multiple myeloma and leprosy.",GO:0002181 cytoplasmic translation;GO:0006412 translation;GO:0019941 modification-dependent protein catabolic process,,Ribosomal proteins; Predicted intracellular proteins,Cytosol (Approved); Additional: Acrosome;Endoplasmic reticulum;Equatorial segment;Nucleoplasm;Plasma membrane,,,
ENSG00000241468.8,ATP5MF,0.843153469,1.402624766,1.352525256,1.257121398,1.062902095,0.880158435,0.992825826,0.837433267,1.208551657,0.843889894,1.239683467,0.764202656,0.587182214,1.059346252,0.479556947,0.542788121,0.835537494,0.265172914,0.714353413,0.23732437,0.299888937,ATP synthase membrane subunit f,"ATP5MF is a gene that encodes the f subunit of the Fo complex of mitochondrial ATP synthase. This enzyme is responsible for catalyzing ATP synthesis by utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. The catalytic portion of mitochondrial ATP synthase consists of five different subunits, while the proton channel likely has nine subunits. ATP5MF has multiple pseudogenes and alternatively spliced transcript variants encoding different isoforms. There is also naturally occurring read-through transcription between ATP5MF and the downstream PTCD1 gene.","There is limited information available on the disease implications of ATP5MF. However, mutations in other subunits of mitochondrial ATP synthase have been associated with various mitochondrial diseases, including Leigh syndrome, neuropathy, and cardiomyopathy. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. Some potential drug targets include coenzyme Q10, creatine, and antioxidants. There are currently no drugs specifically targeting ATP5MF, but there are drugs on the market that indirectly affect mitochondrial function, such as metformin, which is used to treat type 2 diabetes and has been shown to improve mitochondrial function. Another example is idebenone, which is used to treat Leber's hereditary optic neuropathy, a mitochondrial disease.",GO:0042776 proton motive force-driven mitochondrial ATP synthesis;GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process,,Transporters:Primary Active Transporters; Predicted intracellular proteins,Mitochondria (Supported); Additional: Nuclear membrane,,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000180992.7,MRPL14,0.84905026,1.353668784,1.143758867,1.621281325,0.969956622,1.21995126,0.804818512,0.903924062,0.466571232,1.098032106,0.631667782,0.567850875,0.871410658,1.079551158,0.834668628,0.304475982,0.274368958,1.393515009,0.430640576,0.511138695,0.499754118,mitochondrial ribosomal protein L14,"The human gene MRPL14 encodes a protein that is a component of the 39S subunit of the mitochondrial ribosome. This gene is located in the nucleus of the cell and a non-functional copy of the gene, called a pseudogene, is found on chromosome 17. The mitochondrial ribosome is responsible for synthesizing proteins that are essential for the function of the mitochondria, which are organelles that produce energy for the cell. Mutations in genes that encode mitochondrial ribosomal proteins have been associated with a variety of mitochondrial diseases.","Mutations in MRPL14 have been associated with mitochondrial diseases such as Leigh syndrome, a severe neurological disorder that typically presents in infancy or early childhood. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. One example of a successful drug on the market is idebenone, which has been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease that causes vision loss. Idebenone is a synthetic analog of coenzyme Q10, which is involved in the electron transport chain of the mitochondria. Other potential drug targets for mitochondrial diseases include antioxidants, mitochondrial biogenesis activators, and compounds that improve mitochondrial protein synthesis.",GO:0032543 mitochondrial translation;GO:0140053 mitochondrial gene expression;GO:0006412 translation,,Ribosomal proteins; Predicted intracellular proteins,Mitochondria (Supported),,,
ENSG00000205155.8,PSENEN,0.852469324,1.047572348,1.236864125,0.881999904,1.912975771,0.97739144,1.05201679,1.060351873,1.12004474,1.01767881,1.276029841,0.062296536,0.667102713,0.60294136,0.540146462,0.631529151,0.616994243,0.699017878,0.663296991,0.763909758,0.219225751,"presenilin enhancer, gamma-secretase subunit","PSENEN is a gene that encodes a protein required for the signaling of the Notch pathway and the activity and accumulation of gamma-secretase, which is a protein complex that processes certain transmembrane proteins, including the beta-amyloid precursor protein. Notch signaling is involved in determining cell fates during development, while the processing of the beta-amyloid precursor protein generates neurotoxic amyloid beta peptides that are associated with Alzheimer's disease. Mutations in PSENEN that result in reduced gene function cause familial acne inversa-2. The gene undergoes alternative splicing, resulting in multiple transcript variants.","Mutations in PSENEN have been linked to familial acne inversa-2, a chronic inflammatory skin disease characterized by painful nodules and abscesses in the axillary, inguinal, and anogenital regions. However, the role of PSENEN in Alzheimer's disease has also been extensively studied. The accumulation of beta-amyloid peptides in the brain is a hallmark of Alzheimer's disease, and gamma-secretase inhibitors have been developed as a potential treatment strategy. However, these inhibitors have shown limited efficacy and significant side effects. More recently, selective inhibitors of gamma-secretase modulators (GSMs) have been developed, which selectively reduce the production of toxic beta-amyloid peptides while preserving the processing of other gamma-secretase substrates, such as Notch. One example of a successful GSM is semagacestat, which showed promising results in early clinical trials but was ultimately discontinued due to adverse effects. Other GSMs, such as avagacestat and LY-450139, are currently in clinical development for the treatment of Alzheimer's disease.",GO:0007220 Notch receptor processing;GO:0034205 amyloid-beta formation;GO:0031293 membrane protein intracellular domain proteolysis,,Disease related genes; Human disease related genes:Skin diseases:Skin and soft tissue diseases,,E-2012,(M251)PID SYNDECAN 3 PATHWAY; (M70)PID PS1 PATHWAY; (M17)PID NOTCH PATHWAY,(M5903)HALLMARK NOTCH SIGNALING
ENSG00000103363.15,ELOB,0.85665232,1.708529512,1.05089562,1.058901257,1.59317674,1.160035344,1.394050632,0.803127935,1.092609488,1.118493197,0.729994616,0.80617052,0.739568727,0.451629009,0.358645614,0.459563478,0.347104725,0.852761468,0.680465592,0.380709881,0.346613035,elongin B,"ELOB, also known as elongin B, is a gene that encodes a subunit of the transcription factor B (SIII) complex. This complex is composed of elongins A/A2, B, and C, and it activates elongation by RNA polymerase II by suppressing transient pausing of the polymerase at many sites within transcription units. Elongin A is the transcriptionally active component of the SIII complex, while elongins B and C are regulatory subunits. Elongin A2 is specifically expressed in the testis and can form a stable complex with elongins B and C. The von Hippel-Lindau tumor suppressor protein binds to elongins B and C, inhibiting transcription elongation. Two alternatively spliced transcript variants encoding different isoforms have been described for this gene, and pseudogenes have been identified on chromosomes 11 and 13.","Research on ELOB and its role in disease is limited, and there are currently no targeted drug discovery efforts specifically focused on this gene. However, the SIII complex, of which ELOB is a subunit, has been implicated in various diseases, including cancer and viral infections. For example, the SIII complex has been shown to interact with the human papillomavirus (HPV) E6 oncoprotein, which can lead to the degradation of the tumor suppressor protein p53 and contribute to the development of cervical cancer. Additionally, the SIII complex has been found to be overexpressed in certain types of cancer, such as breast cancer, and may be a potential target for cancer therapy. However, there are currently no drugs on the market that specifically target ELOB or the SIII complex.",GO:0140958 target-directed miRNA degradation;GO:0010587 miRNA catabolic process;GO:0060965 negative regulation of miRNA-mediated gene silencing,,Predicted intracellular proteins,,,(M180)PID HIF1A PATHWAY; (M44)PID HIF2PATHWAY,
ENSG00000128626.12,MRPS12,0.857991443,1.18462608,1.72368685,1.499896872,0.602933355,0.512278812,1.207325615,0.697604631,1.253553709,0.986731,1.53252283,0.981852399,0.760256407,0.546016094,0.248667576,0.643472456,0.999530428,0.329774069,0.393471379,0.682412382,0.373215913,mitochondrial ribosomal protein S12,"The human gene MRPS12 encodes a protein that is a key component of the ribosomal small subunit and belongs to the ribosomal protein S12P family. This protein helps in protein synthesis within the mitochondrion, which is the powerhouse of the cell. Mitochondrial ribosomes consist of a small 28S subunit and a large 39S subunit, and they differ from prokaryotic ribosomes in their protein to rRNA composition and the absence of a 5S rRNA. The MRPS12 gene is located adjacent to the gene for mitochondrial seryl-tRNA synthetase, and both genes are possible candidates for the autosomal dominant deafness gene (DFNA4). Splice variants that differ in the 5' UTR have been found for this gene, but all three variants encode the same protein.","Mutations in the MRPS12 gene have been associated with autosomal dominant nonsyndromic hearing loss (DFNA4). DFNA4 is characterized by progressive hearing loss that typically begins in the second decade of life and affects high-frequency sounds first. There are currently no targeted drug discovery efforts specifically for MRPS12-related hearing loss, but research is ongoing in the field of gene therapy for inherited hearing loss. There are currently no drugs on the market that target MRPS12-related hearing loss, but hearing aids and cochlear implants can help manage the symptoms of hearing loss.",GO:0032543 mitochondrial translation;GO:0140053 mitochondrial gene expression;GO:0006412 translation,,Ribosomal proteins; Predicted intracellular proteins,,,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000125743.10,SNRPD2,0.866797949,1.677870138,1.59712888,1.166418751,1.284451339,1.131035515,1.130163099,0.947792111,0.939756419,0.902771583,1.226552132,0.565858997,0.87790701,0.989216522,0.144715675,0.691781903,0.668957327,0.523680622,0.506046876,0.006344635,0.357509439,small nuclear ribonucleoprotein D2 polypeptide,"SNRPD2 is a gene that encodes a protein belonging to the small nuclear ribonucleoprotein core protein family. This protein is essential for pre-mRNA splicing and small nuclear ribonucleoprotein biogenesis. The gene has multiple transcript variants that encode different isoforms. The protein plays a crucial role in the processing of RNA molecules, which is essential for the proper functioning of cells. Mutations in this gene have been associated with various diseases, including spinal muscular atrophy and retinitis pigmentosa. Understanding the function of SNRPD2 can help in the development of therapies for these diseases.","Mutations in the SNRPD2 gene have been associated with several diseases, including spinal muscular atrophy (SMA) and retinitis pigmentosa (RP). SMA is a genetic disorder that affects the motor neurons in the spinal cord, leading to muscle weakness and atrophy. RP is a group of inherited eye disorders that cause progressive vision loss. 

Targeted drug discovery efforts for SMA have focused on increasing the production of the SMN protein, which is essential for motor neuron survival. Nusinersen, an antisense oligonucleotide drug, was approved by the FDA in 2016 for the treatment of SMA. It works by increasing the production of SMN protein by altering the splicing of the SMN2 gene. 

For RP, gene therapy is being explored as a potential treatment option. One approach involves using adeno-associated viruses (AAVs) to deliver a functional copy of the mutated gene to the affected cells in the retina. Luxturna, a gene therapy drug for a specific type of RP, was approved by the FDA in 2017. It uses an AAV vector to deliver a functional copy of the RPE65 gene to the retinal cells, improving vision in patients with the disease.

In conclusion, while there are currently no drugs on the market that directly target SNRPD2, understanding its role in disease pathogenesis has led to the development of targeted therapies for related diseases such as SMA and RP.",GO:0036261 7-methylguanosine cap hypermethylation;GO:0036260 RNA capping;GO:1903241 U2-type prespliceosome assembly,,Predicted intracellular proteins,Cytosol (Supported),Artenimol,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000157778.9,PSMG3,0.868567141,1.72303456,1.850331663,1.455940451,1.099936591,1.091699942,1.102958127,0.760161567,0.902437999,0.916452377,0.702659857,0.90503934,0.711518923,0.852289124,0.706816765,0.567719385,0.110929766,0.614408555,0.376590187,0.365719489,0.554698142,proteasome assembly chaperone 3,"PSMG3 is a human gene that encodes for a protein called proteasome assembly chaperone 3. This protein is involved in the assembly of protein complexes and has been predicted to be a part of a protein-containing complex. PSMG3 also exhibits molecular adaptor activity, which suggests that it may play a role in facilitating interactions between different proteins. Overall, PSMG3 is an important gene that contributes to the proper functioning of protein complexes in the human body.","There is limited information available on the disease implications of PSMG3. However, some studies have suggested that mutations in this gene may be associated with the development of certain types of cancer, such as breast cancer and lung cancer. Targeted drug discovery efforts for PSMG3 are also limited, as the function of this gene is not fully understood. However, some studies have suggested that targeting PSMG3 may be a potential strategy for cancer therapy. Currently, there are no drugs on the market that specifically target PSMG3. However, there are several drugs that target the proteasome, which is a protein complex that PSMG3 is involved in assembling. These drugs, such as bortezomib and carfilzomib, are used to treat multiple myeloma and other types of cancer.",GO:0043248 proteasome assembly;GO:0051131 chaperone-mediated protein complex assembly;GO:0065003 protein-containing complex assembly,,Predicted intracellular proteins,,,,
ENSG00000104979.9,C19orf53,0.878044299,1.223611851,1.183826553,1.084077251,0.860526375,1.153567408,0.738368422,0.961444077,1.212930085,0.796999396,1.352325355,0.75537913,1.110800689,0.697471844,1.291347292,0.561540873,0.843472658,0.706468414,0.435457674,0.333420652,0.257849977,chromosome 19 open reading frame 53,"The C19orf53 gene is located on chromosome 19 and is an open reading frame that codes for a protein of unknown function. There is limited information available on this gene, but it has been found to be expressed in various tissues including the brain, heart, and liver. Mutations in this gene have been associated with a rare genetic disorder called autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS), which is characterized by progressive muscle weakness and ataxia. Further research is needed to fully understand the role of C19orf53 in normal physiological processes and disease.","There is limited information available on the disease implications of C19orf53, but mutations in this gene have been associated with autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS), a rare genetic disorder characterized by progressive muscle weakness and ataxia. There are currently no targeted drug discovery efforts specifically for C19orf53, as its function is not well understood. However, there are several drugs on the market that have been approved for the treatment of ataxia, including riluzole, which is used to treat amyotrophic lateral sclerosis (ALS) and has been shown to improve ataxia symptoms in some patients, and acetazolamide, which is used to treat various neurological disorders including ataxia. Further research is needed to determine if these drugs or others may be effective in treating ARSACS associated with C19orf53 mutations.",,,Predicted intracellular proteins,Nucleoli;Nucleoplasm (Approved),,,
ENSG00000063177.13,RPL18,0.887754141,2.139020195,1.273597013,0.87829802,1.539030596,1.44752784,0.884339547,1.25095918,0.833575864,0.890252244,0.988078063,0.748178536,0.492515265,0.81944798,0.00774016,1.170334388,0.841740256,0.588998309,0.352217855,0.024273278,0.58495823,ribosomal protein L18,"RPL18 is a gene that encodes a ribosomal protein L18, which is a component of the 60S subunit of ribosomes. Ribosomes are organelles that catalyze protein synthesis and are composed of a small 40S subunit and a large 60S subunit. The L18E family of ribosomal proteins is encoded by this gene, and there are multiple processed pseudogenes of this gene dispersed throughout the genome. Additionally, alternative spliced transcript variants encoding multiple isoforms have been observed for this gene.","There is limited information available on the disease implications of RPL18 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPL18, may be associated with various types of cancer. For example, a study found that RPL18 was overexpressed in hepatocellular carcinoma, and its knockdown inhibited cancer cell proliferation and migration. 

There are currently no targeted drug discovery efforts specifically focused on RPL18. However, there are several drugs on the market that target ribosomes or ribosomal proteins, which may indirectly affect RPL18 function. For example, the antibiotic erythromycin binds to the 50S subunit of bacterial ribosomes and inhibits protein synthesis. Another example is the anticancer drug doxorubicin, which binds to the 60S subunit of ribosomes and inhibits protein synthesis in cancer cells. 

In summary, while there is limited information on the disease implications of RPL18 mutations, there are several drugs on the market that target ribosomes or ribosomal proteins, which may indirectly affect RPL18 function. Further research is needed to fully understand the role of RPL18 in disease and to develop targeted therapies.",GO:0002181 cytoplasmic translation;GO:0006412 translation;GO:0010467 gene expression,,Predicted intracellular proteins; Ribosomal proteins; Human disease related genes:Other congenital disorders:Ribosomopathies; Disease related genes; Human disease related genes:Cardiovascular diseases:Hematologic diseases,Cytosol;Endoplasmic reticulum (Supported); Additional: Nucleoli,Artenimol,,(M5926)HALLMARK MYC TARGETS V1; (M5939)HALLMARK P53 PATHWAY
ENSG00000008988.11,RPS20,0.890597333,1.720002149,1.20470297,1.35838516,1.470781126,1.117093073,0.966076156,0.939637035,0.979092843,0.585224953,0.621115422,0.07135668,1.247809208,0.583718681,0.696923468,0.93035385,0.874053057,0.69227274,0.731451803,0.49027318,0.531623105,ribosomal protein S20,"RPS20 is a gene that encodes a ribosomal protein that is a component of the 40S subunit of ribosomes. Ribosomes are organelles that catalyze protein synthesis and are composed of two subunits, the 40S and 60S subunits. The protein encoded by RPS20 belongs to the S10P family of ribosomal proteins and is located in the cytoplasm. The gene is co-transcribed with the small nucleolar RNA gene U54, which is located in its second intron. There are multiple processed pseudogenes of this gene dispersed through the genome. Two transcript variants encoding different isoforms have been identified for this gene.","There is limited information available on the disease implications of RPS20 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPS20, may be associated with various types of cancer. For example, a study found that RPS20 was overexpressed in hepatocellular carcinoma, and its knockdown inhibited cell proliferation and induced apoptosis. Additionally, RPS20 has been identified as a potential therapeutic target in acute myeloid leukemia.

There are currently no targeted drug discovery efforts specifically focused on RPS20. However, there are several drugs on the market that target ribosomal proteins, including RPS20. For example, the drug omacetaxine mepesuccinate (Synribo) targets the ribosomal protein S6 and is used to treat chronic myeloid leukemia. Another drug, tigecycline (Tygacil), targets the 30S subunit of ribosomes and is used to treat various bacterial infections.

In conclusion, while there is limited information available on the disease implications of RPS20 mutations, it has been implicated in various types of cancer and may be a potential therapeutic target in acute myeloid leukemia. There are currently no targeted drug discovery efforts focused on RPS20, but there are several drugs on the market that target ribosomal proteins, including RPS20.",GO:1901798 positive regulation of signal transduction by p53 class mediator;GO:1901796 regulation of signal transduction by p53 class mediator;GO:0002181 cytoplasmic translation,,Ribosomal proteins; Predicted intracellular proteins,Cytosol;Endoplasmic reticulum (Supported),,,
ENSG00000177600.9,RPLP2,0.898143419,2.269943927,1.027177748,1.232957932,1.070787802,0.881129094,1.024914544,1.153102058,0.916705037,0.912023041,0.476346444,1.226451491,0.760543376,0.512018953,1.013763208,1.113666943,0.782549453,0.521082471,0.610981294,0.246429284,0.210294276,ribosomal protein lateral stalk subunit P2,"RPLP2 is a gene that encodes a ribosomal phosphoprotein that is a component of the 60S subunit of ribosomes. It belongs to the L12P family of ribosomal proteins and plays an important role in the elongation step of protein synthesis. Unlike most ribosomal proteins, RPLP2 is acidic and its C-terminal end is nearly identical to the C-terminal ends of the ribosomal phosphoproteins P0 and P1. The P2 protein can interact with P0 and P1 to form a pentameric complex consisting of P1 and P2 dimers, and a P0 monomer. The protein is located in the cytoplasm and there are multiple processed pseudogenes of this gene dispersed through the genome.","There is limited information available on the disease implications of RPLP2. However, recent studies have suggested that alterations in ribosomal proteins, including RPLP2, may play a role in the development of certain cancers. Targeted drug discovery efforts for RPLP2 are also limited, as it is a component of the ribosome and targeting it directly may have negative effects on normal cellular function. However, there are drugs that indirectly affect RPLP2 function by targeting the ribosome as a whole. For example, macrolide antibiotics such as erythromycin and azithromycin bind to the 50S subunit of the ribosome, inhibiting protein synthesis and ultimately leading to bacterial cell death. Another example is the drug cycloheximide, which binds to the 60S subunit of the ribosome and inhibits protein synthesis in eukaryotic cells. These drugs have been successful in treating bacterial infections and certain types of cancer, respectively.",GO:0002182 cytoplasmic translational elongation;GO:0006414 translational elongation;GO:0002181 cytoplasmic translation,,Ribosomal proteins; Predicted intracellular proteins,Cytosol;Nuclear speckles (Approved); Additional: Mitotic spindle,,,
ENSG00000140988.16,RPS2,0.903989103,1.679377164,1.041220639,1.072246583,1.411747818,1.596171463,0.741595985,1.239276934,1.172449932,1.053566402,0.496132632,1.065282017,0.363340229,0.584643422,0.348849378,1.695681575,0.391767512,0.601860662,0.818585248,0.194543646,0.511442827,ribosomal protein S2,"RPS2 is a gene that encodes a ribosomal protein that is a component of the small 40S subunit of ribosomes. Ribosomes are organelles that catalyze protein synthesis and are composed of RNA and proteins. RPS2 belongs to the S5P family of ribosomal proteins and is located in the cytoplasm. The gene is co-transcribed with the small nucleolar RNA gene U64, which is located in its third intron. There are multiple processed pseudogenes of RPS2 dispersed throughout the genome, which is typical for genes encoding ribosomal proteins.","There is limited information on the disease implications of RPS2 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPS2, may be associated with various types of cancer. Targeted drug discovery efforts for RPS2 have not been reported, likely due to the lack of understanding of its specific role in disease. However, there are several drugs on the market that target other ribosomal proteins, such as the macrolide antibiotics erythromycin and azithromycin, which bind to the 50S subunit of the ribosome and inhibit protein synthesis. Another example is the anticancer drug doxorubicin, which binds to the 60S subunit of the ribosome and inhibits protein synthesis in cancer cells. While these drugs do not specifically target RPS2, they demonstrate the potential for targeting ribosomal proteins in drug development.",GO:0051443 positive regulation of ubiquitin-protein transferase activity;GO:0051438 regulation of ubiquitin-protein transferase activity;GO:0031398 positive regulation of protein ubiquitination,,Ribosomal proteins; Cancer-related genes:Mutated cancer genes; Predicted intracellular proteins,Cytosol;Endoplasmic reticulum (Approved),Copper,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000105193.9,RPS16,0.922717318,1.944615491,1.886107292,1.316989241,0.831317293,1.007044287,1.112242605,1.11219698,0.838945417,0.954442617,1.388978544,0.934584659,0.719989005,0.671040599,0.346393831,0.894334742,0.867189715,0.530293113,0.523707216,0.137736911,0.4361968,ribosomal protein S16,"RPS16 is a gene that encodes a ribosomal protein, specifically a component of the 40S subunit. Ribosomes are organelles that catalyze protein synthesis and are composed of RNA and proteins. RPS16 belongs to the S9P family of ribosomal proteins and is located in the cytoplasm. This gene has multiple processed pseudogenes dispersed throughout the genome, which is typical for genes encoding ribosomal proteins.","There is limited information on the disease implications of RPS16 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPS16, may be associated with various types of cancer. Targeted drug discovery efforts for RPS16 have not been extensively explored, but some studies have investigated the potential of targeting ribosomal proteins for cancer therapy. One example of a successful drug targeting ribosomal proteins is the antibiotic doxorubicin, which inhibits protein synthesis by binding to the 40S subunit of the ribosome. Another example is the drug everolimus, which targets the mTOR pathway and inhibits protein synthesis by blocking the activity of ribosomal protein S6 kinase (S6K), a downstream effector of mTOR.","GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);GO:0030490 maturation of SSU-rRNA;GO:1990830 cellular response to leukemia inhibitory factor",,Ribosomal proteins; Predicted intracellular proteins,Cytosol;Endoplasmic reticulum (Enhanced),,,
ENSG00000126267.11,COX6B1,0.939179531,1.557729286,1.272885461,1.205794349,1.398435792,0.754079832,1.149987668,0.914010206,1.413217114,1.001777498,1.370173376,0.541049212,1.010626327,1.068141979,0.363452474,0.456013332,1.391610659,0.465794874,0.57025675,0.371347795,0.507206638,cytochrome c oxidase subunit 6B1,"COX6B1 is a gene that encodes subunit VIb of cytochrome c oxidase (COX), which is the final enzyme in the mitochondrial respiratory chain. COX transfers electrons from reduced cytochrome c to oxygen. The subunits of COX are encoded by both mitochondrial and nuclear genes, with the mitochondrial subunits involved in electron transfer and the nuclear subunits involved in regulation and assembly of the complex. Mutations in COX6B1 have been linked to severe infantile encephalomyopathy. Additionally, three pseudogenes of COX6B1 have been identified on chromosomes 7, 17, and 22q13.1-13.2.","Mutations in COX6B1 have been linked to severe infantile encephalomyopathy, a rare and severe mitochondrial disorder characterized by developmental delay, hypotonia, seizures, and respiratory chain dysfunction. There are currently no targeted drug discovery efforts specifically for COX6B1 mutations, but drugs targeting mitochondrial dysfunction in general, such as idebenone and elamipretide, have shown promise in clinical trials for mitochondrial diseases. Idebenone is a synthetic analog of coenzyme Q10 that acts as an electron carrier in the mitochondrial respiratory chain, while elamipretide is a mitochondrial-targeted peptide that stabilizes the inner mitochondrial membrane and improves mitochondrial function. Both drugs have been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease affecting the optic nerve.","GO:0006123 mitochondrial electron transport, cytochrome c to oxygen;GO:0021762 substantia nigra development;GO:0048857 neural nucleus development",,Disease related genes; Predicted intracellular proteins; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases,Mitochondria (Supported); Additional: Principal piece,Cholic Acid; N-Formylmethionine,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
